6
240
154
889
200   40   20
91   -2.7   7.8   10
92   -1.8   9.4   20
93   -0.9   10.9   10
94   -5.4   6.3   10
95   -7.2   6.3   20
96   -9   6.3   10
97   -6.7   -0.9   10
98   -4.1   -5.3   10
99   -8.1   1.6   10
100   -9   3.1   20
101   -9.9   4.7   10
102   -8.1   -1.6   10
103   -9   -3.1   20
104   -9.9   -4.7   10
105   -2.5   -6.3   10
106   2.5   -6.3   10
107   -5.4   -6.3   10
108   -7.2   -6.3   20
109   -9   -6.3   10
110   -2.7   -7.8   10
111   -1.8   -9.4   20
112   -0.9   -10.9   10
113   4.1   -5.3   10
114   6.7   -0.9   10
115   2.7   -7.8   10
116   1.8   -9.4   20
117   0.9   -10.9   10
118   5.4   -6.3   10
119   7.2   -6.3   20
120   9   -6.3   10
121   9   0   40
122   4.5   7.8   40
123   -4.5   7.8   40
124   -9   0   40
125   -4.5   -7.8   40
126   4.5   -7.8   40
127   13.5   7.8   40
128   0   15.6   40
129   -13.5   7.8   40
130   -13.5   -7.8   40
131   0   -15.6   40
132   13.5   -7.8   40
133   8.3   1.2   10
134   5.2   6.6   10
135   10.1   -2   10
136   11.3   -3.9   20
137   12.4   -5.9   10
138   10.1   2   10
139   11.3   3.9   20
140   12.4   5.9   10
141   3.2   7.8   10
142   -3.2   7.8   10
143   6.8   7.8   10
144   9   7.8   20
145   11.3   7.8   10
146   3.4   9.8   10
147   2.3   11.7   20
148   1.1   13.7   10
149   -5.2   6.6   10
150   -8.3   1.2   10
151   -3.4   9.8   10
152   -2.3   11.7   20
153   -1.1   13.7   10
154   -6.8   7.8   10
155   -9   7.8   20
156   -11.3   7.8   10
157   -8.3   -1.2   10
158   -5.2   -6.6   10
159   -10.1   2   10
160   -11.3   3.9   20
161   -12.4   5.9   10
162   -10.1   -2   10
163   -11.3   -3.9   20
164   -12.4   -5.9   10
165   -3.2   -7.8   10
166   3.2   -7.8   10
167   -6.8   -7.8   10
168   -9   -7.8   20
169   -11.3   -7.8   10
170   -3.4   -9.8   10
171   -2.3   -11.7   20
172   -1.1   -13.7   10
173   5.2   -6.6   10
174   8.3   -1.2   10
175   3.4   -9.8   10
176   2.3   -11.7   20
177   1.1   -13.7   10
178   6.8   -7.8   10
179   9   -7.8   20
180   11.3   -7.8   10
181   11.3   0   40
182   5.6   9.8   40
183   -5.6   9.8   40
184   -11.3   0   40
185   -5.6   -9.8   40
186   5.6   -9.8   40
187   16.9   9.8   40
188   0   19.5   40
189   -16.9   9.8   40
190   -16.9   -9.8   40
191   0   -19.5   40
192   16.9   -9.8   40
193   10.4   1.5   10
194   6.5   8.3   10
195   12.7   -2.4   10
196   14.1   -4.9   20
197   15.5   -7.3   10
198   12.7   2.4   10
199   14.1   4.9   20
200   15.5   7.3   10
201   3.9   9.8   10
202   -3.9   9.8   10
203   8.5   9.8   10
204   11.3   9.8   20
205   14.1   9.8   10
206   4.2   12.2   10
207   2.8   14.6   20
208   1.4   17.1   10
209   -6.5   8.3   10
210   -10.4   1.5   10
211   -4.2   12.2   10
212   -2.8   14.6   20
213   -1.4   17.1   10
214   -8.5   9.8   10
215   -11.3   9.8   20
216   -14.1   9.8   10
217   -10.4   -1.5   10
218   -6.5   -8.3   10
219   -12.7   2.4   10
220   -14.1   4.9   20
221   -15.5   7.3   10
222   -12.7   -2.4   10
223   -14.1   -4.9   20
224   -15.5   -7.3   10
225   -3.9   -9.8   10
226   3.9   -9.8   10
227   -8.5   -9.8   10
228   -11.3   -9.8   20
229   -14.1   -9.8   10
230   -4.2   -12.2   10
231   -2.8   -14.6   20
232   -1.4   -17.1   10
233   6.5   -8.3   10
234   10.4   -1.5   10
235   4.2   -12.2   10
236   2.8   -14.6   20
237   1.4   -17.1   10
238   8.5   -9.8   10
239   11.3   -9.8   20
240   14.1   -9.8   10

1   2   11   5   11   6   
2   1   12   12   
3   1   11   11   
4   4   8   14   12   12   8   12   8   15   
5   3   8   11   12   12   6   13   
6   3   7   15   15   9   8   8   
7   4   11   11   5   15   11   9   9   9   
8   1   9   9   
9   4   11   11   9   9   8   8   11   11   
10   3   11   9   14   9   10   8   
11   4   6   13   6   15   15   6   8   14   
12   2   5   10   12   12   
13   1   7   15   
14   4   15   6   15   10   10   5   10   15   
15   6   7   14   9   15   10   11   10   10   12   12   9   9   
16   5   5   13   9   9   8   8   10   10   8   8   
17   1   11   11   
18   3   9   12   9   12   8   8   
19   1   11   10   
20   3   10   14   10   10   10   10   
21   4   11   6   10   14   9   9   14   9   
22   3   12   12   11   11   9   9   
23   6   10   8   6   10   14   9   9   13   10   10   11   9   
24   5   11   11   11   11   15   7   9   9   15   9   
25   6   12   8   9   12   9   11   12   8   5   14   7   11   
26   1   11   11   
27   2   14   7   10   10   
28   5   11   9   9   9   10   8   10   7   13   5   
29   3   10   6   7   14   11   10   
30   6   7   13   11   11   5   15   9   9   14   7   12   8   
31   1   10   14   
32   6   15   10   9   9   15   8   13   5   7   14   11   10   
33   3   10   14   5   12   10   10   
34   1   9   14   
35   2   10   5   9   12   
36   4   9   9   10   10   8   13   8   12   
37   6   9   9   9   9   13   9   6   12   12   5   7   11   
38   2   5   12   12   12   
39   4   10   7   5   10   7   14   11   11   
40   5   9   15   8   8   12   12   9   15   11   7   
41   6   8   11   12   5   10   10   11   9   12   12   10   13   
42   5   15   10   6   13   15   6   10   12   8   14   
43   6   13   6   15   9   6   10   11   11   8   8   8   8   
44   6   11   11   8   15   13   10   10   10   10   10   12   12   
45   4   9   9   10   8   9   10   10   7   
46   4   5   10   9   9   7   15   12   12   
47   4   9   9   9   9   12   10   15   8   
48   4   12   6   11   5   12   12   11   11   
49   6   6   11   7   13   15   6   12   12   9   9   10   10   
50   5   11   9   9   9   11   11   8   8   10   10   
51   1   5   12   
52   4   5   12   10   10   9   9   10   14   
53   4   12   12   13   10   13   7   7   11   
54   3   11   11   11   6   12   12   
55   2   14   5   10   10   
56   3   12   12   12   10   5   14   
57   3   9   10   14   10   11   11   
58   4   8   8   5   10   9   9   8   11   
59   6   13   6   14   5   9   9   14   9   8   8   12   12   
60   2   15   7   9   9   
61   2   11   8   8   8   
62   2   15   5   11   11   
63   6   10   9   9   12   6   10   11   7   10   10   11   11   
64   5   10   10   10   9   11   11   6   14   12   6   
65   5   6   15   15   8   10   9   6   14   10   10   
66   2   10   10   14   7   
67   2   10   15   8   8   
68   5   12   8   13   9   12   6   9   9   8   14   
69   5   9   9   9   9   6   10   13   8   9   10   
70   6   8   8   14   5   14   10   11   11   11   9   8   12   
71   1   10   8   
72   4   14   7   11   8   7   11   11   5   
73   5   6   11   10   10   10   15   7   14   9   14   
74   3   6   15   11   11   5   11   
75   4   13   7   6   12   14   8   10   9   
76   4   5   12   9   11   10   9   7   11   
77   2   12   12   9   9   
78   4   9   11   10   10   8   8   9   15   
79   1   10   5   
80   2   8   8   9   9   
81   6   10   9   11   11   11   11   9   13   8   14   8   8   
82   6   9   10   7   12   6   15   9   13   8   12   11   9   
83   5   10   15   9   14   14   7   11   11   13   8   
84   4   9   9   10   8   8   8   9   15   
85   6   9   9   10   14   14   10   12   12   12   5   12   8   
86   6   10   15   10   9   9   10   11   8   11   11   5   14   
87   5   10   8   14   7   8   13   13   9   9   9   
88   4   9   9   8   8   8   8   5   10   
89   2   10   15   9   10   
90   3   11   6   10   12   9   9   
91   2   8   8   8   8   
92   5   14   9   12   10   14   5   9   10   15   10   
93   6   10   14   10   14   9   9   11   11   6   11   10   5   
94   2   7   11   7   15   
95   2   14   7   7   11   
96   5   11   11   9   9   11   6   10   10   10   5   
97   2   13   7   7   14   
98   1   5   12   
99   2   8   10   12   10   
100   3   10   8   14   10   7   12   
101   5   15   6   11   7   12   12   10   10   10   10   
102   5   11   11   10   11   12   8   5   13   13   6   
103   6   15   9   12   12   15   7   15   5   12   5   9   9   
104   4   5   15   9   12   10   10   11   11   
105   5   11   11   11   11   9   11   11   11   10   10   
106   6   11   11   13   5   10   10   15   10   12   6   8   10   
107   5   15   8   11   11   11   10   12   12   11   6   
108   1   11   10   
109   5   10   5   13   9   8   12   12   12   8   10   
110   6   9   13   10   6   11   11   8   14   9   9   10   10   
111   1   12   5   
112   5   11   11   5   12   8   8   10   10   15   8   
113   2   14   7   7   11   
114   6   10   13   12   6   15   7   11   11   11   11   9   9   
115   1   12   5   
116   5   12   12   11   6   14   5   8   15   15   6   
117   5   9   14   10   10   6   12   8   8   5   12   
118   6   7   12   11   11   8   10   7   11   10   5   9   15   
119   6   11   7   7   15   12   12   8   8   15   9   11   11   
120   4   11   9   12   12   14   10   15   10   
121   1   5   10   
122   5   11   11   9   9   8   13   13   9   14   10   
123   1   11   11   
124   1   9   9   
125   2   15   8   12   5   
126   6   5   14   10   10   9   9   13   5   13   8   8   14   
127   6   13   10   5   13   13   7   9   9   8   8   15   8   
128   3   10   10   11   11   6   14   
129   2   10   10   13   10   
130   1   11   7   
131   6   10   12   10   15   8   8   5   14   12   12   15   5   
132   6   11   7   7   11   10   10   10   10   8   8   15   5   
133   6   12   12   11   11   9   9   14   7   11   11   10   7   
134   2   8   8   9   15   
135   6   12   12   12   6   12   12   8   8   12   9   10   11   
136   4   13   6   11   11   7   14   8   15   
137   4   14   10   8   10   5   11   10   10   
138   3   6   13   14   10   12   9   
139   4   8   12   12   12   9   9   10   13   
140   5   7   11   11   7   12   12   9   9   11   11   
141   3   13   9   10   15   12   12   
142   6   10   12   15   7   14   7   10   10   8   14   10   10   
143   1   12   5   
144   6   6   13   15   9   12   9   7   13   8   12   6   11   
145   1   9   9   
146   3   10   5   6   11   9   9   
147   5   12   8   7   15   11   11   15   8   8   11   
148   2   15   6   7   15   
149   6   13   10   5   11   12   5   9   9   7   14   14   9   
150   4   14   5   7   13   15   6   11   8   
151   4   11   8   5   13   8   11   9   14   
152   5   7   10   8   8   15   6   5   11   11   8   
153   4   9   15   9   9   15   5   8   10   
154   2   8   11   11   9   
155   2   12   12   6   15   
156   5   11   9   10   5   8   15   12   7   12   12   
157   5   9   11   10   9   9   14   5   15   8   8   
158   5   11   9   9   9   10   10   12   12   14   6   
159   4   11   11   5   10   12   12   15   10   
160   3   13   10   9   13   15   6   
161   3   11   7   8   13   10   12   
162   5   9   9   12   8   11   9   5   10   11   7   
163   5   8   8   10   11   7   11   7   14   15   7   
164   2   11   11   9   9   
165   2   15   6   10   14   
166   1   12   5   
167   6   10   10   11   11   10   11   12   12   7   15   11   11   
168   1   12   12   
169   3   8   8   9   9   9   9   
170   1   14   9   
171   6   12   12   11   7   13   7   10   7   8   8   15   7   
172   2   8   15   13   7   
173   6   14   8   9   12   12   9   12   12   14   5   5   15   
174   4   8   8   9   9   5   14   11   9   
175   5   12   12   8   12   9   15   10   9   8   8   
176   1   12   12   
177   5   5   12   11   5   7   12   12   10   10   5   
178   6   6   15   15   5   11   11   8   8   10   14   10   10   
179   6   9   13   11   5   12   8   5   10   13   9   8   13   
180   2   6   10   10   5   
181   6   10   11   10   14   9   9   9   9   9   9   10   10   
182   1   10   10   
183   3   9   9   10   15   10   6   
184   6   10   10   10   14   8   12   6   15   11   10   11   9   
185   6   7   15   8   11   8   8   14   8   7   10   8   15   
186   4   12   8   5   14   6   11   10   10   
187   1   8   8   
188   5   12   7   15   6   8   12   6   11   12   12   
189   1   10   10   
190   4   5   13   11   11   12   12   12   12   
191   1   10   10   
192   4   8   8   12   10   6   12   8   8   
193   5   5   13   11   11   5   15   9   13   9   9   
194   2   14   7   5   11   
195   2   10   10   10   10   
196   4   7   10   10   10   9   12   15   9   
197   6   15   10   12   10   8   14   10   13   11   11   10   14   
198   5   10   10   5   10   7   13   11   7   13   6   
199   6   12   5   10   10   12   8   6   15   12   9   5   12   
200   6   5   10   10   9   10   13   5   12   10   10   14   9   
201   4   8   8   12   9   10   11   5   10   
202   4   10   14   12   9   9   9   15   10   
203   1   15   8   
204   6   8   8   11   11   13   9   12   12   15   5   11   11   
205   4   8   8   10   10   14   9   5   15   
206   5   9   10   7   11   10   14   11   7   8   13   
207   2   10   10   12   8   
208   3   11   11   11   9   5   12   
209   1   12   5   
210   1   10   11   
211   3   13   7   5   13   15   7   
212   2   10   7   12   8   
213   3   6   11   14   9   8   11   
214   3   10   10   13   7   12   12   
215   6   10   13   10   15   10   14   8   15   10   10   10   15   
216   4   10   15   5   15   12   6   11   11   
217   3   13   6   12   7   10   10   
218   1   12   10   
219   2   11   11   9   9   
220   6   11   8   7   14   10   10   10   8   5   11   11   11   
221   2   10   8   11   7   
222   6   10   10   12   5   11   8   7   14   6   14   9   10   
223   5   11   9   9   14   10   10   12   12   10   10   
224   1   10   10   
225   6   8   12   9   10   12   5   6   12   9   9   11   11   
226   3   13   5   15   5   12   9   
227   3   9   14   15   8   8   8   
228   5   12   12   8   15   15   9   11   11   12   10   
229   3   9   13   14   5   11   11   
230   6   10   10   5   14   10   14   6   14   5   13   10   7   
231   4   14   8   8   8   11   10   12   10   
232   4   13   6   9   11   8   11   12   7   
233   3   11   11   9   12   6   11   
234   2   10   10   6   11   
235   1   7   10   
236   6   14   9   11   10   11   5   9   9   11   7   10   10   
237   6   12   12   8   8   9   14   5   10   15   5   13   5   
238   5   7   10   8   8   14   6   5   14   10   10   
239   3   14   10   8   8   10   8   
240   2   10   12   9   14   
