6
150
93
535
200   40   20
142   21   10   13
143   5   64   11
144   30   15   16
145   39   10   10
146   32   39   5
147   25   32   25
148   25   55   17
149   48   28   18
150   56   37   10

1   5   6   12   5   12   11   11   5   13   13   5   
2   5   11   11   11   11   12   7   10   10   9   9   
3   4   9   9   11   11   10   10   10   7   
4   5   8   8   15   5   11   11   15   5   8   8   
5   2   9   11   12   9   
6   1   14   10   
7   3   13   8   12   12   15   7   
8   3   10   12   14   8   8   8   
9   6   12   5   12   12   12   12   7   15   10   9   14   9   
10   3   10   10   6   12   12   10   
11   6   5   15   11   10   9   9   11   10   11   9   8   8   
12   5   10   14   12   12   11   11   15   8   7   15   
13   5   6   15   13   7   8   8   10   8   11   11   
14   3   14   6   9   9   12   12   
15   6   8   8   6   10   14   8   10   15   12   10   8   15   
16   6   8   14   13   9   10   10   7   13   9   14   12   12   
17   5   8   12   7   15   5   15   15   9   9   14   
18   3   8   13   9   9   12   6   
19   6   8   13   12   12   15   9   10   10   14   7   10   6   
20   5   12   12   9   9   8   13   15   9   8   14   
21   4   5   13   9   11   8   15   7   15   
22   6   10   10   12   10   8   11   9   9   8   8   9   9   
23   4   10   10   8   8   8   8   14   7   
24   3   14   5   12   12   6   15   
25   3   8   8   12   12   14   7   
26   6   11   10   10   6   9   9   5   12   15   7   14   9   
27   5   9   9   8   8   10   10   10   8   7   15   
28   6   10   13   7   11   14   5   11   11   13   9   11   11   
29   3   9   10   13   10   8   8   
30   6   13   9   8   8   11   11   10   14   11   11   9   9   
31   1   7   14   
32   4   12   12   5   10   12   8   10   14   
33   2   14   8   11   8   
34   6   9   9   13   10   7   13   10   10   8   10   7   13   
35   4   12   10   9   9   8   8   9   9   
36   5   10   11   5   12   8   10   9   10   10   10   
37   6   6   12   6   15   5   15   9   10   5   14   9   9   
38   3   5   11   12   6   8   8   
39   3   10   10   12   12   13   9   
40   1   9   9   
41   2   10   10   6   10   
42   4   13   7   9   9   9   9   8   13   
43   2   8   15   12   6   
44   2   5   14   8   8   
45   2   14   6   14   10   
46   4   14   6   13   9   12   5   5   13   
47   4   12   12   13   7   6   10   9   9   
48   2   12   7   13   8   
49   3   9   9   5   10   12   5   
50   1   11   11   
51   2   10   10   10   10   
52   6   8   8   15   6   12   12   5   11   15   5   11   6   
53   3   11   7   9   9   12   12   
54   3   12   12   10   10   8   11   
55   6   7   13   10   10   14   10   12   10   15   5   12   12   
56   5   6   11   15   5   12   10   10   9   9   13   
57   5   10   10   13   10   6   10   9   9   8   8   
58   1   9   13   
59   1   12   12   
60   1   12   9   
61   4   8   8   6   14   12   12   5   14   
62   6   9   9   10   15   15   9   12   7   10   7   11   7   
63   6   8   12   11   11   15   10   9   9   13   7   10   12   
64   4   10   10   13   5   10   9   5   12   
65   4   9   9   10   5   6   11   6   15   
66   3   8   14   15   7   11   11   
67   4   10   13   10   10   9   9   14   10   
68   3   10   10   10   10   14   7   
69   2   11   11   6   10   
70   6   5   13   10   10   13   5   14   7   9   14   14   10   
71   5   15   7   5   12   7   10   6   12   10   14   
72   3   10   10   8   8   15   9   
73   2   11   10   7   10   
74   3   8   13   13   10   14   8   
75   3   13   9   15   9   9   13   
76   6   13   8   8   14   10   14   11   9   8   8   11   5   
77   4   10   6   9   13   5   13   9   9   
78   5   5   13   7   10   9   9   5   10   15   8   
79   2   8   8   11   7   
80   3   12   5   10   10   9   9   
81   2   9   13   10   13   
82   5   6   15   9   10   14   8   9   13   10   10   
83   5   5   15   6   14   7   11   13   8   11   11   
84   1   13   6   
85   6   14   8   15   8   11   10   12   7   10   10   14   8   
86   5   13   8   7   15   8   8   11   9   8   8   
87   3   12   12   6   13   8   8   
88   4   12   12   12   6   10   8   10   10   
89   1   9   9   
90   6   6   14   13   8   10   13   8   10   15   5   14   9   
91   4   11   10   12   10   11   11   7   15   
92   2   6   10   8   8   
93   4   8   8   8   13   7   14   10   10   
94   5   10   6   12   12   8   14   14   9   10   10   
95   1   15   7   
96   1   15   5   
97   4   6   10   11   7   9   9   9   9   
98   6   11   11   10   13   11   11   10   14   11   5   15   7   
99   2   5   10   14   5   
100   4   8   11   6   13   11   11   12   7   
101   3   14   6   9   14   5   13   
102   6   15   7   8   13   12   10   11   11   12   9   13   8   
103   5   9   13   12   12   11   5   12   6   10   13   
104   1   9   14   
105   1   10   14   
106   3   11   9   9   9   12   6   
107   1   12   12   
108   1   13   10   
109   4   12   6   14   9   8   11   12   7   
110   6   10   5   9   9   10   10   7   15   5   14   8   12   
111   4   10   15   9   14   12   12   15   10   
112   5   13   6   6   13   13   6   15   6   11   11   
113   2   8   15   10   10   
114   6   10   10   11   11   10   10   12   12   11   6   5   11   
115   1   15   7   
116   1   13   8   
117   2   8   14   15   8   
118   2   6   11   12   7   
119   2   13   10   14   10   
120   3   12   12   9   9   9   12   
121   4   10   6   9   9   5   11   9   9   
122   5   9   15   14   5   14   9   12   12   10   10   
123   6   12   12   15   6   10   10   8   8   13   9   7   10   
124   5   9   14   7   15   12   8   8   14   11   7   
125   1   11   11   
126   3   11   5   10   14   11   5   
127   4   14   10   11   11   11   11   10   13   
128   2   8   8   6   12   
129   4   10   10   10   6   11   11   11   11   
130   4   7   15   11   11   12   12   13   6   
131   2   5   11   11   11   
132   3   12   12   10   10   11   5   
133   5   5   13   7   13   11   9   10   10   8   11   
134   1   6   15   
135   3   12   12   10   12   10   10   
136   3   11   11   11   11   10   6   
137   6   8   8   11   11   10   10   10   10   10   10   12   9   
138   1   5   10   
139   4   14   9   10   10   14   8   9   12   
140   5   8   8   10   9   12   7   10   11   12   12   
141   5   12   9   15   10   11   11   8   11   9   9   
142   5   9   9   12   10   11   10   8   14   11   11   
143   1   12   7   
144   3   10   12   5   11   12   12   
145   1   10   10   
146   3   15   8   12   12   14   7   
147   3   6   15   8   8   5   15   
148   3   11   5   14   8   12   5   
149   1   10   10   
150   4   10   12   9   11   8   8   13   8   
