6
252
147
861
1000   40   20
9   3   11   7   10   5   10   10   
10   5   12   9   6   12   7   11   7   15   11   7   
11   2   8   11   10   6   
12   3   12   12   9   9   11   8   
13   5   5   11   9   9   9   15   10   10   9   9   
14   2   10   11   8   15   
15   4   9   9   12   12   12   12   11   11   
16   1   14   6   
17   1   11   11   
18   5   14   8   11   6   14   10   12   12   11   8   
19   6   9   9   8   12   7   11   7   10   7   10   13   9   
20   6   11   11   15   7   6   11   7   10   13   7   7   12   
21   4   6   10   10   10   10   12   14   6   
22   6   11   8   10   5   6   14   6   12   8   8   12   12   
23   5   13   10   8   11   8   8   15   10   13   6   
24   2   5   11   15   9   
25   4   10   12   7   15   13   7   8   8   
26   5   8   12   12   12   12   8   8   10   15   7   
27   6   13   8   10   7   8   15   7   13   9   9   11   11   
28   3   13   9   6   11   9   9   
29   2   9   9   7   13   
30   5   15   7   10   12   7   13   11   11   10   8   
31   2   11   10   8   13   
32   1   6   15   
33   3   12   8   10   10   9   12   
34   1   14   7   
35   5   11   7   11   11   8   15   14   9   12   6   
36   1   15   10   
37   5   11   7   10   5   15   7   6   14   9   10   
38   4   7   10   9   9   10   9   10   15   
39   6   10   9   10   9   12   12   12   12   10   10   8   8   
40   2   8   8   9   9   
41   6   5   12   6   10   11   5   13   9   10   10   10   15   
42   1   9   9   
43   3   8   8   15   7   13   9   
44   2   11   10   8   8   
45   3   5   12   11   11   10   11   
46   5   11   11   12   7   9   15   12   12   15   9   
47   1   10   10   
48   6   8   10   13   6   11   11   12   12   9   9   9   13   
49   3   11   11   6   12   11   11   
50   2   11   11   11   11   
51   2   9   9   5   13   
52   6   9   9   10   9   11   11   15   10   10   15   11   8   
53   1   10   14   
54   6   13   8   14   10   8   12   15   7   6   13   11   9   
55   4   10   9   5   10   13   5   10   10   
56   4   5   15   9   9   11   8   10   13   
57   6   15   5   13   10   15   10   5   15   11   8   5   15   
58   5   10   6   10   11   12   12   10   10   15   6   
59   6   10   10   11   7   12   12   7   10   14   7   11   8   
60   4   10   10   10   6   10   6   14   8   
61   3   6   12   8   8   14   6   
62   4   12   9   10   10   9   12   7   13   
63   1   12   9   
64   4   15   6   11   11   11   11   14   7   
65   2   11   11   12   12   
66   1   6   12   
67   6   11   11   5   14   12   12   10   10   9   9   12   6   
68   3   15   7   7   10   10   10   
69   5   5   12   9   9   10   15   12   5   5   11   
70   1   6   11   
71   5   5   14   7   11   12   6   15   8   8   8   
72   1   12   12   
73   1   8   8   
74   3   7   12   8   8   11   6   
75   2   12   7   8   12   
76   4   7   11   5   15   10   14   10   8   
77   3   7   12   13   9   9   12   
78   3   6   13   14   9   8   8   
79   1   13   10   
80   1   15   10   
81   3   8   15   9   9   5   15   
82   2   5   10   9   12   
83   3   12   6   11   6   8   8   
84   5   5   14   10   12   6   15   14   6   12   12   
85   3   9   12   15   8   14   10   
86   5   10   10   8   8   7   13   10   10   11   11   
87   6   7   15   10   11   9   9   9   13   11   11   9   14   
88   3   5   11   10   13   10   8   
89   6   9   9   11   11   13   6   15   6   6   15   5   10   
90   3   8   8   10   10   7   13   
91   5   13   5   8   11   6   12   9   9   8   8   
92   2   9   9   9   14   
93   6   12   12   6   10   14   6   8   8   7   15   10   10   
94   5   10   10   11   9   9   10   7   10   10   14   
95   2   13   8   12   12   
96   4   11   5   7   14   10   10   8   8   
97   1   6   10   
98   5   11   11   10   15   10   14   12   12   12   10   
99   2   10   13   9   14   
100   4   7   14   5   14   8   8   10   10   
101   6   12   12   9   13   15   5   6   15   10   10   8   8   
102   1   9   9   
103   1   5   14   
104   5   10   10   7   11   9   9   5   15   9   13   
105   4   15   6   12   12   15   10   12   12   
106   6   9   9   11   11   7   13   14   7   8   8   15   5   
107   5   8   8   12   6   14   8   10   9   10   10   
108   6   10   8   8   12   5   14   9   9   7   13   9   15   
109   2   8   8   11   11   
110   4   9   13   10   11   10   11   12   12   
111   5   10   10   12   12   10   10   5   15   9   15   
112   6   12   9   15   6   13   6   10   10   12   8   10   8   
113   3   5   12   10   10   12   12   
114   5   12   12   8   8   10   10   10   10   12   12   
115   5   7   12   10   14   12   9   8   8   10   10   
116   5   11   11   8   8   12   12   9   9   10   10   
117   4   11   8   10   6   8   8   11   11   
118   6   11   8   10   5   13   10   5   11   8   8   8   8   
119   1   7   14   
120   5   9   9   7   12   9   9   7   12   6   12   
121   6   11   8   6   15   9   10   9   12   9   10   14   10   
122   5   9   9   10   10   6   11   14   5   7   10   
123   4   10   13   11   11   5   15   15   10   
124   5   10   10   8   10   8   8   15   6   12   12   
125   2   8   8   12   6   
126   5   14   8   12   12   7   11   5   10   8   12   
127   3   12   7   10   14   6   12   
128   1   11   11   
129   6   14   9   10   10   10   7   11   10   8   8   10   10   
130   2   10   10   15   7   
131   6   5   15   8   8   5   14   12   7   14   7   11   11   
132   3   7   12   9   9   11   11   
133   6   14   7   10   10   5   10   5   13   12   8   5   11   
134   6   8   12   9   11   11   11   11   7   12   12   11   11   
135   2   9   9   10   10   
136   1   5   15   
137   5   9   14   12   5   12   12   13   10   15   9   
138   3   9   14   11   11   8   8   
139   4   8   8   14   9   12   12   8   8   
140   6   9   14   10   10   8   14   11   11   10   10   9   12   
141   4   11   9   10   10   5   12   8   10   
142   1   14   9   
143   6   9   10   12   12   11   11   9   9   6   11   8   11   
144   5   12   12   8   8   8   8   14   10   10   9   
145   3   10   10   9   10   11   10   
146   4   11   11   10   13   12   10   10   10   
147   1   10   10   
148   1   8   12   
149   3   12   12   8   10   7   13   
150   6   11   10   9   12   5   13   5   14   7   13   15   5   
151   2   12   7   8   8   
152   2   9   9   9   13   
153   6   5   10   5   12   7   11   10   12   9   14   10   10   
154   2   9   10   11   5   
155   6   5   15   15   9   6   11   8   8   10   9   10   11   
156   4   11   11   14   9   10   8   12   12   
157   5   12   10   12   12   10   10   8   8   14   5   
158   1   12   7   
159   5   12   10   10   10   9   14   11   7   13   9   
160   2   10   10   13   6   
161   5   13   8   15   7   9   11   11   11   8   11   
162   5   8   10   12   12   10   14   7   11   8   8   
163   4   10   15   8   8   10   13   5   11   
164   1   10   10   
165   1   8   10   
166   4   10   10   7   14   10   10   5   15   
167   1   11   8   
168   6   9   9   9   12   11   9   10   10   10   9   11   11   
169   2   12   9   9   14   
170   2   14   6   13   8   
171   1   7   10   
172   3   8   15   5   12   8   8   
173   1   15   6   
174   3   11   7   8   12   8   15   
175   4   9   11   11   11   8   8   10   12   
176   3   10   6   14   6   8   12   
177   5   13   8   9   9   14   6   7   11   10   10   
178   5   11   6   8   8   11   11   7   15   5   12   
179   2   12   8   11   11   
180   2   11   8   10   10   
181   6   14   6   9   10   9   9   14   8   12   6   11   6   
182   3   9   11   15   10   13   10   
183   1   11   11   
184   5   10   10   14   7   10   10   12   7   10   10   
185   1   9   9   
186   3   11   10   8   10   9   9   
187   1   10   10   
188   4   12   5   6   10   12   8   14   6   
189   1   14   9   
190   5   10   12   10   9   6   14   11   7   10   8   
191   2   10   10   9   9   
192   5   10   10   10   8   12   12   9   15   15   10   
193   6   12   9   9   15   14   5   9   9   10   5   11   9   
194   6   13   6   10   10   6   10   9   13   12   12   12   9   
195   6   7   13   13   8   10   12   11   11   12   12   6   15   
196   3   12   12   14   10   8   8   
197   4   10   5   9   9   11   11   10   12   
198   4   8   8   10   13   14   9   15   8   
199   5   11   6   13   5   7   10   8   8   8   10   
200   1   11   11   
201   6   8   8   8   8   11   6   6   13   15   6   13   9   
202   5   7   13   6   13   15   7   8   8   9   9   
203   4   10   10   6   13   8   15   5   15   
204   2   15   8   7   15   
205   3   8   8   13   10   6   13   
206   1   8   13   
207   1   12   12   
208   6   8   8   6   15   9   14   14   7   12   12   7   13   
209   2   12   12   6   14   
210   1   8   8   
211   1   12   9   
212   1   12   12   
213   2   11   5   15   6   
214   2   13   10   8   13   
215   4   5   14   15   9   13   8   11   11   
216   1   15   7   
217   1   11   11   
218   1   8   8   
219   3   8   8   8   8   11   11   
220   3   14   5   10   10   13   7   
221   1   10   10   
222   4   5   12   13   5   9   9   10   9   
223   1   8   8   
224   2   12   8   15   6   
225   3   10   10   12   9   7   11   
226   6   11   9   10   13   11   5   14   6   10   10   14   9   
227   6   12   8   12   12   10   7   11   7   12   12   5   10   
228   1   11   11   
229   1   10   9   
230   4   5   13   13   6   7   14   10   10   
231   6   7   12   13   7   15   6   8   8   8   14   10   5   
232   1   8   8   
233   4   7   14   11   11   11   11   8   13   
234   2   5   10   12   6   
235   4   11   5   14   7   8   8   10   12   
236   4   12   10   8   8   5   14   10   10   
237   4   8   11   10   10   8   8   6   12   
238   1   10   15   
239   2   11   6   5   11   
240   2   8   14   11   11   
241   2   8   14   10   10   
242   2   6   13   10   13   
243   4   11   6   5   15   15   8   15   6   
244   2   13   10   9   9   
245   1   12   12   
246   1   15   6   
247   1   5   15   
248   4   11   9   9   9   8   11   10   10   
249   5   11   11   10   5   6   11   12   9   13   7   
250   2   9   11   9   9   
251   4   10   10   12   7   11   5   13   6   
252   2   10   10   10   10   
