6
199
114
671
200   40   20
142   21   10   13
143   5   64   11
144   30   15   16
145   39   10   10
146   32   39   5
147   25   32   25
148   25   55   17
149   48   28   18
150   56   37   10
151   22   22   18
152   36   26   26
153   21   45   11
154   45   35   30
155   55   20   21
156   33   34   19
157   50   50   15
158   55   45   16
159   26   59   29
160   40   66   26
161   55   65   37
162   35   51   16
163   62   35   12
164   62   57   31
165   62   24   8
166   21   36   19
167   33   44   20
168   9   56   13
169   62   48   15
170   66   14   22
171   44   13   28
172   26   13   12
173   11   28   6
174   7   43   27
175   17   64   14
176   41   46   18
177   55   34   17
178   35   16   29
179   52   26   13
180   43   26   22
181   31   76   25
182   22   53   28
183   26   29   27
184   50   40   19
185   55   50   10
186   54   10   12
187   60   15   14
188   47   66   24
189   30   60   16
190   30   50   33
191   12   17   15
192   15   14   11
193   16   19   18
194   21   48   17
195   50   30   21
196   51   42   27
197   50   15   19
198   48   21   20
199   12   38   5

1   3   11   10   8   8   12   6   
2   4   10   9   9   14   15   9   11   11   
3   3   15   7   10   10   8   13   
4   4   9   9   6   13   15   8   15   7   
5   6   8   11   10   9   13   9   12   5   15   5   11   10   
6   2   11   10   8   11   
7   2   6   15   8   15   
8   6   11   7   5   13   9   9   10   10   11   7   6   12   
9   3   12   12   9   11   12   12   
10   2   7   12   12   12   
11   4   8   8   5   13   9   9   11   11   
12   3   13   8   8   15   12   10   
13   2   11   11   12   12   
14   4   14   10   5   14   12   12   7   10   
15   4   15   6   8   10   11   6   8   14   
16   3   8   8   12   12   11   11   
17   3   8   14   11   8   14   10   
18   6   15   6   15   10   11   5   12   12   14   9   15   5   
19   3   10   10   5   11   10   5   
20   4   12   5   7   12   12   7   8   14   
21   3   6   15   13   9   6   10   
22   2   15   10   5   14   
23   1   6   14   
24   1   8   8   
25   1   10   8   
26   6   12   12   8   8   6   15   12   9   11   11   10   10   
27   4   10   13   8   8   9   9   11   11   
28   2   12   12   9   15   
29   3   10   5   9   9   10   5   
30   5   10   9   9   9   14   10   8   8   12   12   
31   2   12   12   6   14   
32   4   7   11   8   8   9   9   9   15   
33   1   10   9   
34   2   7   11   12   12   
35   2   10   13   10   10   
36   2   8   11   12   5   
37   1   8   12   
38   6   9   9   11   7   15   7   10   10   5   11   7   10   
39   1   8   8   
40   6   10   15   7   13   8   8   14   6   10   9   10   11   
41   1   10   11   
42   1   10   5   
43   1   13   5   
44   3   14   7   11   11   12   8   
45   6   5   12   11   11   5   15   8   11   5   11   11   10   
46   2   14   10   5   15   
47   3   10   10   15   8   5   10   
48   5   12   8   13   8   12   9   6   14   9   9   
49   3   5   15   8   8   7   14   
50   4   10   10   7   12   11   11   12   8   
51   3   10   10   12   12   9   9   
52   1   11   8   
53   3   9   9   6   14   7   13   
54   6   10   12   9   14   5   11   10   10   11   9   8   8   
55   2   9   9   14   10   
56   6   12   12   11   11   9   9   8   14   8   10   10   14   
57   1   10   15   
58   1   9   11   
59   4   8   8   14   8   8   11   14   6   
60   4   9   9   11   11   11   11   14   5   
61   3   15   7   10   9   12   12   
62   6   13   6   10   12   8   11   6   14   10   10   6   13   
63   1   6   15   
64   3   8   8   8   8   12   12   
65   5   12   12   8   14   8   8   9   9   10   10   
66   3   12   7   10   10   10   9   
67   3   9   9   7   12   11   11   
68   4   8   8   12   5   8   15   13   8   
69   3   8   8   12   10   13   10   
70   4   6   14   12   12   6   10   7   12   
71   4   9   14   8   8   14   6   9   9   
72   1   13   7   
73   4   11   9   7   14   7   10   13   6   
74   2   8   8   8   8   
75   5   7   10   9   13   12   7   10   10   11   6   
76   1   11   11   
77   1   11   11   
78   3   13   5   8   8   14   9   
79   2   5   13   9   9   
80   6   14   9   5   12   9   12   12   7   8   8   6   13   
81   1   8   8   
82   4   8   8   15   7   12   12   5   15   
83   4   9   10   7   10   15   10   11   11   
84   5   13   5   12   12   5   10   11   9   6   12   
85   6   11   5   12   9   8   10   5   15   7   13   10   12   
86   2   11   7   14   5   
87   3   10   7   11   11   12   5   
88   3   8   13   6   12   9   11   
89   5   10   10   12   12   11   11   10   6   12   12   
90   6   6   10   15   8   8   8   8   13   10   9   11   6   
91   4   14   10   11   8   14   7   9   9   
92   3   10   10   6   12   10   10   
93   5   9   13   9   9   11   11   12   12   10   14   
94   5   9   9   8   8   9   11   12   9   11   11   
95   3   10   13   12   12   12   12   
96   1   9   15   
97   1   12   9   
98   3   5   13   12   12   13   9   
99   1   8   8   
100   5   10   10   10   9   12   12   5   12   15   8   
101   1   8   8   
102   5   5   15   11   6   7   12   13   7   9   14   
103   3   5   10   11   10   8   8   
104   2   10   10   12   12   
105   4   11   7   9   12   11   11   11   8   
106   6   9   15   9   11   15   9   13   9   12   9   10   9   
107   2   8   8   5   14   
108   1   8   12   
109   1   11   11   
110   1   11   11   
111   3   12   12   9   9   10   10   
112   4   8   8   7   13   11   11   10   12   
113   2   11   11   9   9   
114   5   11   5   10   5   7   13   11   11   9   9   
115   4   9   15   10   5   7   12   15   7   
116   6   9   9   8   8   7   12   9   9   10   10   10   13   
117   5   6   13   12   6   13   7   11   8   11   11   
118   3   8   8   11   11   10   12   
119   2   8   8   11   11   
120   4   9   9   8   10   8   8   8   8   
121   5   12   6   12   12   11   8   9   9   11   11   
122   5   13   9   9   9   14   9   15   10   8   13   
123   3   10   10   11   11   12   12   
124   6   10   8   11   5   11   11   7   15   9   13   15   8   
125   4   11   10   11   5   15   9   5   14   
126   6   10   10   8   13   12   12   14   9   13   9   9   9   
127   6   11   11   6   13   10   10   5   11   10   10   9   12   
128   6   12   10   13   8   12   12   10   10   5   15   11   11   
129   5   11   11   6   10   12   6   9   9   13   5   
130   1   5   11   
131   2   9   14   8   8   
132   3   12   10   15   8   13   7   
133   2   8   13   6   10   
134   1   10   13   
135   1   6   11   
136   6   12   12   9   9   5   11   6   11   12   8   9   9   
137   3   14   7   11   11   10   10   
138   4   14   9   5   11   15   7   10   9   
139   2   11   11   15   8   
140   4   9   15   11   7   10   10   12   6   
141   6   12   9   14   5   5   12   12   12   13   8   9   9   
142   4   12   12   7   12   7   11   6   11   
143   5   10   15   11   5   15   10   9   14   9   15   
144   4   15   6   5   12   5   13   10   13   
145   2   12   12   6   11   
146   6   8   8   10   10   8   12   15   8   13   10   10   10   
147   6   12   12   14   9   13   9   10   15   13   8   11   10   
148   6   7   15   5   10   9   9   12   12   5   15   10   10   
149   4   8   12   8   8   5   11   8   8   
150   2   11   9   10   10   
151   2   8   15   13   8   
152   4   8   14   10   10   7   11   10   5   
153   4   9   9   6   12   12   5   11   9   
154   2   12   12   7   10   
155   2   12   12   8   13   
156   3   12   8   9   9   11   11   
157   1   12   6   
158   2   9   14   9   9   
159   6   5   12   10   13   11   11   11   11   9   9   9   9   
160   3   9   9   15   9   6   12   
161   3   8   14   6   15   8   8   
162   5   8   8   9   14   11   11   8   8   7   10   
163   4   8   14   9   9   10   11   8   8   
164   3   8   15   8   8   8   11   
165   5   10   10   10   12   15   7   10   8   10   14   
166   6   9   9   11   9   8   11   12   5   8   10   9   12   
167   6   14   6   15   6   7   13   9   9   11   11   10   12   
168   3   6   11   15   5   9   14   
169   6   11   11   9   9   13   6   11   7   11   11   8   14   
170   1   12   6   
171   2   12   6   10   10   
172   5   10   10   5   11   8   8   11   7   8   10   
173   2   6   12   5   15   
174   3   14   6   12   9   9   10   
175   2   8   8   11   11   
176   4   10   8   15   8   5   10   9   9   
177   5   9   9   13   9   10   11   9   9   8   14   
178   6   10   13   9   9   5   10   8   8   9   9   9   13   
179   5   8   14   13   6   9   9   8   8   14   10   
180   3   8   12   11   11   9   9   
181   4   5   14   8   8   6   10   10   5   
182   6   8   8   9   9   6   14   7   15   10   10   9   9   
183   3   8   8   9   9   11   11   
184   5   10   7   6   13   11   11   10   14   9   9   
185   1   10   10   
186   1   11   11   
187   4   11   11   7   11   9   9   14   8   
188   3   8   13   5   10   9   9   
189   4   13   8   11   11   14   5   10   5   
190   4   10   8   15   9   10   8   10   10   
191   2   10   6   5   12   
192   5   10   13   8   11   7   13   11   11   13   5   
193   3   8   14   8   13   6   15   
194   1   11   11   
195   1   12   12   
196   4   11   11   9   10   14   5   13   6   
197   6   8   8   12   12   11   11   11   11   15   10   8   8   
198   1   14   5   
199   1   8   14   
