6
199
127
725
200   40   20
142   21   10   13
143   5   64   11
144   30   15   16
145   39   10   10
146   32   39   5
147   25   32   25
148   25   55   17
149   48   28   18
150   56   37   10
151   22   22   18
152   36   26   26
153   21   45   11
154   45   35   30
155   55   20   21
156   33   34   19
157   50   50   15
158   55   45   16
159   26   59   29
160   40   66   26
161   55   65   37
162   35   51   16
163   62   35   12
164   62   57   31
165   62   24   8
166   21   36   19
167   33   44   20
168   9   56   13
169   62   48   15
170   66   14   22
171   44   13   28
172   26   13   12
173   11   28   6
174   7   43   27
175   17   64   14
176   41   46   18
177   55   34   17
178   35   16   29
179   52   26   13
180   43   26   22
181   31   76   25
182   22   53   28
183   26   29   27
184   50   40   19
185   55   50   10
186   54   10   12
187   60   15   14
188   47   66   24
189   30   60   16
190   30   50   33
191   12   17   15
192   15   14   11
193   16   19   18
194   21   48   17
195   50   30   21
196   51   42   27
197   50   15   19
198   48   21   20
199   12   38   5

1   5   9   15   10   14   5   10   6   11   12   12   
2   3   8   10   8   8   9   15   
3   4   5   12   8   8   5   15   14   8   
4   3   12   12   14   10   6   11   
5   6   12   12   8   13   10   8   8   8   15   8   6   13   
6   4   9   13   14   6   8   10   10   5   
7   1   6   10   
8   5   5   10   13   10   10   10   13   7   11   8   
9   2   5   12   10   15   
10   2   12   12   9   9   
11   5   15   10   10   10   9   15   14   5   11   11   
12   1   8   12   
13   1   8   13   
14   2   14   7   12   10   
15   3   14   9   13   10   11   7   
16   4   10   6   9   9   10   12   10   11   
17   5   11   11   10   10   12   6   11   11   8   13   
18   1   8   8   
19   6   9   10   13   6   10   7   8   11   6   15   10   14   
20   5   15   5   14   6   10   10   12   6   11   8   
21   4   11   11   14   6   8   8   6   13   
22   6   15   9   13   6   12   10   11   11   15   8   13   9   
23   3   7   10   10   10   10   6   
24   5   15   6   12   12   11   9   8   14   9   14   
25   4   8   15   6   15   15   7   12   7   
26   6   10   10   10   6   10   10   15   8   15   7   8   8   
27   3   14   5   6   10   12   12   
28   4   5   10   13   9   15   6   12   8   
29   2   13   6   15   8   
30   2   14   8   10   10   
31   1   8   8   
32   3   12   12   7   14   11   11   
33   1   8   13   
34   1   10   11   
35   1   11   5   
36   4   12   5   5   13   10   10   6   10   
37   4   11   11   9   13   13   7   13   8   
38   3   9   9   7   14   6   13   
39   6   10   12   14   9   9   9   15   10   8   8   8   10   
40   5   10   9   11   11   15   10   9   9   12   5   
41   1   13   9   
42   3   7   14   9   9   10   10   
43   4   10   12   10   7   15   5   8   12   
44   1   10   13   
45   5   13   7   7   12   14   7   7   11   6   11   
46   4   10   10   10   10   10   9   10   10   
47   4   11   11   15   7   12   12   11   11   
48   6   9   9   9   14   13   6   9   13   7   15   9   9   
49   5   12   12   15   7   8   8   6   12   7   10   
50   4   12   12   11   9   5   13   11   11   
51   6   9   9   15   10   6   10   12   12   9   9   12   12   
52   3   11   5   11   11   12   12   
53   1   9   12   
54   5   9   11   12   12   10   8   9   11   9   9   
55   4   6   15   5   15   11   5   11   10   
56   5   9   13   10   11   9   11   7   14   10   11   
57   3   10   10   14   8   11   6   
58   5   10   10   12   12   8   8   9   12   13   6   
59   1   14   7   
60   6   5   15   10   10   14   5   13   8   13   8   10   5   
61   6   13   10   10   14   10   13   9   13   8   8   9   9   
62   5   15   10   10   12   9   10   9   11   10   10   
63   1   5   10   
64   2   12   12   12   12   
65   3   6   11   8   12   8   8   
66   5   11   11   9   13   8   13   8   15   15   7   
67   2   15   8   14   9   
68   6   11   9   5   15   14   7   13   5   12   8   9   9   
69   5   9   9   8   8   8   8   8   10   12   6   
70   5   8   11   8   11   12   12   8   12   12   10   
71   2   10   10   13   10   
72   2   11   11   12   9   
73   5   5   10   11   11   9   13   12   5   12   7   
74   1   10   10   
75   5   9   9   11   9   12   9   9   9   9   11   
76   4   13   8   12   12   5   14   9   9   
77   5   10   10   6   13   6   10   13   10   9   11   
78   5   6   14   6   13   8   14   11   10   5   12   
79   4   13   5   7   15   11   11   10   7   
80   4   8   12   9   15   9   9   5   13   
81   4   9   9   14   5   14   10   10   10   
82   3   11   7   14   5   10   15   
83   3   15   9   6   15   9   9   
84   5   11   11   11   7   5   10   10   7   14   7   
85   1   12   10   
86   6   11   11   15   6   14   6   11   11   9   9   15   7   
87   5   12   12   7   13   11   10   11   9   12   12   
88   3   11   7   12   5   10   10   
89   6   11   11   10   13   12   5   9   9   14   6   12   7   
90   2   8   10   8   14   
91   2   10   14   12   7   
92   3   9   9   5   10   10   13   
93   5   11   11   11   11   13   7   6   13   11   6   
94   3   9   9   8   8   9   9   
95   5   8   8   9   9   10   11   9   10   9   11   
96   5   12   7   12   6   11   9   8   8   12   12   
97   4   10   10   11   11   11   11   11   11   
98   5   9   10   12   5   10   10   10   6   9   10   
99   2   10   10   11   9   
100   1   10   10   
101   2   12   6   10   6   
102   6   15   6   12   12   7   12   14   7   13   9   11   11   
103   2   9   15   8   15   
104   1   9   13   
105   4   15   5   7   10   9   9   11   8   
106   4   15   7   10   14   11   11   10   10   
107   2   10   10   9   12   
108   1   8   11   
109   1   11   11   
110   6   8   10   6   15   9   9   10   8   9   13   10   10   
111   2   11   11   12   10   
112   5   8   10   12   12   14   10   9   9   12   12   
113   4   11   5   10   10   5   15   11   11   
114   6   12   12   11   8   7   14   5   10   13   9   5   12   
115   3   11   8   14   6   8   8   
116   4   11   11   10   10   8   15   8   8   
117   4   12   12   9   9   9   9   12   12   
118   5   15   9   11   10   12   12   10   11   5   12   
119   6   9   14   6   11   11   9   13   10   11   5   12   12   
120   4   15   7   14   9   8   15   11   6   
121   4   6   15   15   5   9   15   10   12   
122   5   8   14   12   12   11   11   10   10   9   13   
123   5   7   12   14   10   10   9   12   12   10   9   
124   2   10   11   6   13   
125   3   12   12   9   9   8   8   
126   5   10   10   12   12   9   15   13   7   15   9   
127   3   10   13   12   8   15   10   
128   2   15   6   14   9   
129   5   12   8   5   10   8   11   8   15   10   10   
130   5   9   9   10   6   8   15   15   8   15   6   
131   1   7   11   
132   2   9   11   10   14   
133   5   6   15   11   8   7   14   10   15   8   8   
134   2   15   8   12   12   
135   3   10   10   11   11   15   5   
136   4   9   11   13   10   11   9   9   9   
137   2   15   7   9   9   
138   4   5   12   5   15   12   12   12   6   
139   1   12   12   
140   5   11   8   6   12   14   7   11   11   8   14   
141   1   6   11   
142   4   9   13   9   12   5   12   11   8   
143   5   5   15   9   9   6   14   7   11   7   12   
144   3   15   8   11   6   10   10   
145   2   9   12   6   13   
146   6   6   14   10   11   5   14   15   8   12   9   11   11   
147   4   12   12   7   11   8   15   9   9   
148   5   15   9   15   5   8   8   9   9   8   10   
149   3   10   10   11   11   9   13   
150   3   12   10   9   9   13   7   
151   1   15   9   
152   3   12   12   10   10   7   12   
153   4   12   12   15   7   6   13   15   6   
154   5   8   13   12   12   10   15   12   10   11   5   
155   6   13   7   10   5   8   8   10   10   9   9   10   10   
156   5   8   8   11   7   13   7   12   12   11   11   
157   6   9   15   6   14   15   9   10   11   15   6   9   9   
158   3   10   6   5   11   11   11   
159   6   10   14   15   5   10   10   10   10   10   12   9   12   
160   6   10   10   10   6   8   12   9   9   6   14   11   5   
161   3   8   8   10   11   8   10   
162   2   9   12   9   9   
163   1   12   6   
164   3   13   8   12   12   7   15   
165   5   13   5   9   11   14   10   5   13   11   5   
166   2   5   13   9   9   
167   2   10   10   12   5   
168   6   6   14   15   9   8   8   10   10   10   13   8   8   
169   5   12   9   12   6   6   10   9   10   7   15   
170   4   11   11   8   14   11   11   10   10   
171   4   10   13   10   7   6   10   15   8   
172   5   6   11   14   7   8   8   7   10   12   12   
173   6   12   10   14   6   8   12   5   10   9   9   14   10   
174   5   7   11   10   15   9   9   13   5   8   15   
175   4   12   12   10   10   10   15   9   13   
176   6   12   12   11   11   12   10   11   11   5   12   8   8   
177   5   11   11   7   10   10   10   9   9   10   10   
178   6   5   12   11   10   10   9   10   10   8   8   9   11   
179   5   12   12   12   12   10   7   11   11   14   10   
180   3   8   8   10   13   9   9   
181   3   11   11   5   12   8   8   
182   2   14   6   7   10   
183   5   10   7   11   11   12   8   11   10   9   10   
184   1   9   13   
185   4   11   11   8   13   10   15   9   9   
186   4   10   9   6   10   7   14   7   14   
187   4   10   10   10   10   9   10   15   6   
188   2   7   10   9   9   
189   3   15   10   9   14   13   9   
190   2   11   5   10   12   
191   1   9   9   
192   6   10   10   9   9   10   10   10   12   11   11   14   6   
193   4   11   11   6   13   8   12   12   7   
194   6   8   14   14   6   10   9   13   6   5   14   12   12   
195   5   12   9   9   11   11   11   11   8   8   15   
196   2   5   15   7   15   
197   2   15   6   9   9   
198   3   10   13   10   10   5   14   
199   1   12   12   
